,title,originallink,link,description,pubDate,bloggername,bloggerlink,postdate
92,"<b>조폐공사</b>, 여권사업 부진으로 1년새 적자전환…체질개선 시급",http://www.ceoscoredaily.com/news/article.html?no=79490,http://www.ceoscoredaily.com/news/article.html?no=79490,"<b>한국조폐공사</b>가 지난해 신종 코로나바이러스 감염증(코로나19) 확산에 따른 여권사업 부진 여파로 1년 만에 적자 전환했다. 여권, 주화 등 특정 사업군의 매출이 압도적으로 높은 데다 코로나19 장기화로... ","Thu, 11 Mar 2021 07:08:00 +0900",,,
93,<b>조폐공사</b> 화폐박물관 천사의 재능 메달 디자인전 개최,http://www.wsobi.com/news/articleView.html?idxno=115872,http://www.wsobi.com/news/articleView.html?idxno=115872,"<b>한국조폐공사</b> 화폐박물관은 오는 26일까지 특별전시실에서 서번트 증후군 아티스트의 '천사의 재능 메달 디자인전'을 개최한다. 서번트 증후군은 자폐증이나 지적장애를 가진 사람이 기억, 음악, 미술 등 특정 분야에서... ","Thu, 11 Mar 2021 15:09:00 +0900",,,
94,"<b>조폐공사</b>,행안부와 ‘모바일 운전면허증구축’협약",http://www.fnnews.com/news/202103021008278677,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004592913,<b>한국조폐공사</b>는 2일 행정안전부와 ‘모바일 운전면허증 서비스 구축’ 업무 위탁 협약을 맺었다고 밝혔다. 협약은 코로나19 확산 방지를 위해 비대면(서면) 방식으로 이뤄졌다. 정부가 추진중인 디지털 뉴딜 사업가운데... ,"Tue, 02 Mar 2021 10:13:00 +0900",,,
95,"<b>조폐공사</b>, '혁신·협업·시민참여 우수과제 평가' 혁신부문 '우수' 획득",http://www.cctvnews.co.kr/news/articleView.html?idxno=222086,http://www.cctvnews.co.kr/news/articleView.html?idxno=222086,<b>한국조폐공사</b>는 기획재정부 주관 '2020년도 공공기관 혁신·협업·시민참여 우수 과제 평가'에서 혁신 부문 우수과제로 선정됐다고 10일 밝혔다. 선정된 과제는 '발달장애 디자이너와 함께 하는 신규 사업으로 사회적... ,"Wed, 10 Mar 2021 13:47:00 +0900",,,
96,'코로나19 팬데믹' 유탄 맞은 <b>조폐공사</b>···'만년 흑자' 공기업도 '흔들' ,http://www.sisajournal-e.com/news/articleView.html?idxno=229963,http://www.sisajournal-e.com/news/articleView.html?idxno=229963,<b>한국조폐공사</b> 본사 입구 전경 / 사진=이승욱 시사저널e 기자  속칭 '돈 찍어내는 공기업' <b>한국조폐공사</b>가 코로나19의 유탄을 맞아 휘청였다. 만년 흑자 행진을 이어가던 <b>조폐공사</b>가 지난해 적자로 돌아선 것이다.... ,"Tue, 09 Mar 2021 17:49:00 +0900",,,
97,"<b>한국조폐공사</b>, '<b>한국</b>의 국립공원 기념주화' 공개추첨",http://www.gukjenews.com/news/articleView.html?idxno=2173375,http://www.gukjenews.com/news/articleView.html?idxno=2173375,"<b>한국조폐공사</b>는 3일 대전 본사에서 '2021 <b>한국</b>의 국립공원 기념주화' 공개 추첨 행사를 가졌다. 공개 추첨은 구매 예약 접수 결과 접수량이 발행량을 초과한 데 따른 것으로, 당첨자는 오는 8일 발표될 예정이다.... ","Wed, 03 Mar 2021 16:49:00 +0900",,,
98,"<b>조폐공사</b>, 비상경영체제 선언...미래성장 등 6개 비상경영 TF 가동",https://www.asiatoday.co.kr/view.php?key=20210308010004685,https://www.asiatoday.co.kr/view.php?key=20210308010004685,"<b>한국조폐공사</b>가 비상경영 체제에 돌입했다.반장식 <b>조폐공사</b> 사장은 8일 <b>공사</b>에서 경영전략회의를 열고 코로나19 장기화에 따른 여권 발급 급감 등 경영여건 악화가 지속되고 있으며, 창립 70주년을 맞아 미래 성장 동력... ","Mon, 08 Mar 2021 11:21:00 +0900",,,
99,"<b>조폐공사</b>, ‘<b>한국</b>의 국립공원 기념주화’ 공개 추첨",http://cc.newdaily.co.kr/site/data/html/2021/03/03/2021030300215.html,http://cc.newdaily.co.kr/site/data/html/2021/03/03/2021030300215.html,"뉴데일리 김정원 기자 = <b>한국조폐공사</b>는 3일 대전 본사에서 ‘2021 <b>한국</b>의 국립공원(소백산, 태백산, 다도해해상, 주왕산) 기념주화’ 공개 추첨 행사가 종료됨에 따라 오는 8일 당첨자를 발표한다. <b>조폐공사</b>에 따르면... ","Wed, 03 Mar 2021 17:52:00 +0900",,,
0,2021  BEST <b>한국조폐공사</b> 골드바,,https://blog.naver.com/hunnee11?Redirect=Log&logNo=222245610772,위해서 한국전쟁 혼란기에 섭 립되었습니다. <b>한국조폐공사</b> 골드 바는 완벽한 제품 생산을 위하여... 명실상부한 골드바 중 최고의 공신력 있는 골드 바는 조폐공사 골드바 가 최고라고 자부할 수... ,,삼성무역금거래소,https://blog.naver.com/hunnee11,20210216
1,[사람나래] <b>한국조폐공사</b> 화폐박물관 &amp; 한국전자통신연구원... ,,https://blog.naver.com/mirae_saram?Redirect=Log&logNo=221758304792,<b>한국조폐공사</b> 화폐박물관(1988.06.22. 개관)은 경제활동 매개체인 화폐 및 관련된 사료를 발굴하여 연구·전시함으로써 화폐문화 보존과 계승에 힘쓰고 있습니다. 우리나라 최초의 화폐전문박물관인 조폐공사... ,,대한민국 인사혁신처,https://blog.naver.com/mirae_saram,20200103
2,[영상] <b>한국조폐공사</b> '2019 대국민 영상공모전' 최우수상... ,,https://komsco.tistory.com/1458,"있는 조폐공사의 모습을 인포그래픽으로 표현한 이번 수상작, 지금 바로 만나보세요! 🤩 (제작: 장진호 님) ⬇ 수상작 보러가기 ❣ 좋아요 공감 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO) 블로그... ",,http://komsco.tistory.com/,http://komsco.tistory.com/,20210308
3,<b>한국조폐공사</b>에 납품하는 소재 업체 - 나노씨엠에스,,https://blog.naver.com/tenbagger777?Redirect=Log&logNo=222264007126,위조방지 관련 소재 업체로 <b>한국조폐공사</b>에 납품하고 있습니다. 2003년에 설립하였습니다. 주요 연혁입니다. <b>한국조폐공사</b> 납품을 시작으로 최근 해외진출에 주력하고 있습니다. 주요제품과 보안 기술입니다.... ,,투자도깨비,https://blog.naver.com/tenbagger777,20210304
4,2021년 <b>한국조폐공사</b> 신입직원 60명 채용 예정/여자직원... ,,https://blog.naver.com/tradepeople?Redirect=Log&logNo=222216453669,"2021년 <b>한국조폐공사</b> 신입직원 60명 채용 예정 ▶채용전형(예정) -일반정규직: 54명 내외(4월) -고졸채용... (구·조폐창)에서담당하며, 충청남도 부여군에 은행권 등에 쓰이는 특수 보안 용지를 생산하는 제지... ",,취크루트,https://blog.naver.com/tradepeople,20210123
5,<b>한국조폐공사</b> 박항서 감독 기념메달 선보여,,https://blog.naver.com/africaphoto?Redirect=Log&logNo=222230296957,"행사에는 박항서 감독, 응우옌 부 뚱 주한 베트남 대사, 조용만 <b>한국조폐공사</b> 사장 등이 참석한다. 조폐공사는 한국을 넘어 베트남에서 축구로 국민 영웅이 된 박 감독의 업적을 기리는 차원에서 기념 메달... ",,www.Africaphoto.net,https://blog.naver.com/africaphoto,20210203
6,"<b>한국조폐공사</b>, 정부 비정규직 정책 역행…14년간 불법적... ",,https://blog.naver.com/nkj1966?Redirect=Log&logNo=222213478952,18일 <b>한국조폐공사</b> 노동자들의 부당해고를 두고 노동계가 본사 정문 앞에서 기자회견을 열었다.... 뿐만 아니라 조폐공사는 지난해 8월 말 이 같은 문제제기를 하는 노동자 A씨를 해고했다. 9월 18일로 계약기간... ,,골드미디어,https://blog.naver.com/nkj1966,20210120
7,"<b>한국조폐공사</b> 채용, 연봉정보와 자소서 작성방법 알고가세요!",,https://blog.naver.com/kil8853?Redirect=Log&logNo=221487530315,기업정보 <b>한국조폐공사</b>는 화폐 · 국채 · 수입인지 · 기타 증권과 유가증권 용지 및 정부가 지정한 목적에 사용할 특수용지 등을 제조하여 국내외에 공급하는 종합조폐기관으로 기획재정부 산하 준시장형... ,,취업의신 블로그,https://blog.naver.com/kil8853,20190313
8,[대/내외 활동 : LINC+현장실습 ] LINC+현장실습 <b>한국조폐공사</b>... ,,https://blog.naver.com/ihannam?Redirect=Log&logNo=222219854265,현장실습 장소는 바로 <b>한국조폐공사</b>인데요~ 조폐공사에 관심이 있었던 분들에게 좋은 기회인 것 같아요~!! 그럼 소식 바로 보러 가볼까요~~~~ 2021학년도 1학기 LINC+장기현장실습... ,,"대전 · 충청 1등 사립대학, 한남대학교 공식블로그",https://blog.naver.com/ihannam,20210125
9,<b>한국조폐공사</b> 화폐박물관 자동심장충격기 설치사례,,https://blog.naver.com/nanoomtech4?Redirect=Log&logNo=222107064346,우리나라 최초의 화폐전문박물관 <b>한국조폐공사</b> 화폐박물관내 자동심장충격기를 설치했습니다. 화페박물관 소개 <b>한국조폐공사</b> 화폐박물관은 경제활동 매개체인 화폐 및 관련된 사료를 발굴하여 연구 및... ,,(주)나눔테크 생명 by 나눔,https://blog.naver.com/nanoomtech4,20201005
10,2019년 <b>한국조폐공사</b> 채용형인턴 채용 면접 정보,,https://blog.naver.com/summit1031?Redirect=Log&logNo=221487318421,"<b>한국조폐공사</b>는 화폐·국채·수입인지·기타 증권과 유가증권 용지 및 정부가 지정한 목적에 사용할 특수용지 등을 제조, 공급하는 종합조폐기관입니다. 2018년 예산을 기준으로 정규직 1인당 평균 연봉이... ",,강남 에이플러스 스피치학원,https://blog.naver.com/summit1031,20190315
11,‘나경제와 함께하는 경제 여행기’ 3편 <b>한국조폐공사</b>... ,,https://blog.naver.com/mosfnet?Redirect=Log&logNo=221636390162,"이번에는 화폐에 대한 지식을 쌓을 수 있는 곳인 ‘<b>한국조폐공사</b> 화폐박물관’입니다. 이곳에 가면... 1902년에 발행된 일본 제일은행권부터 조선은행권, 구 한국은행권, 현재 사용되고 있는... ",,기획재정부 경제e야기,https://blog.naver.com/mosfnet,20190902
12,[공공기관 채용] 2021 <b>한국조폐공사</b> 채용ㅣ기업분석보고서 공유!,,https://blog.naver.com/jobkorea1?Redirect=Log&logNo=222248161128,기업개요 <b>한국조폐공사</b>는 화폐·은행권·보조화폐·국채·복권·수입인지·기타 증권과 유가증권 용지 및 정부가 지정한 목적에 사용할 특수용지 등을 제조하여 국내외에 공급하는 종합조폐기관이다. 1951년... ,,잡코리아가 코리아에게,https://blog.naver.com/jobkorea1,20210218
13,"[부산동래카페] C27 다운타운 동래점, 옛 <b>한국조폐공사</b> 창립된 곳",,https://blog.naver.com/im_art?Redirect=Log&logNo=222152930063,(두 개 먹을걸~~~&gt;_&lt;) 얘네 둘은 배불러서 남기고 챙겨왔네요.ㅎㅎㅎ 지하로 가시면 옛 <b>한국조폐공사</b> 창립된 곳으로 그 정취를 조금이나마 느낄 수 있을거예요. 옛 조폐공사 건물이라고 큼지막하게 달러 표시가... ,,아트임의 짠라밸 성공기,https://blog.naver.com/im_art,20201124
14,<b>한국조폐공사</b>채용 필기 시험 대비는 ncs 인강으로 빠르게... ,,https://blog.naver.com/akodien?Redirect=Log&logNo=222137198192,화폐를 직접 만드는 우리나라 유일의 제조공기업이며 세계적 수준의 기술과 설비를 갖춘 세계적 조폐... 모든 전형과 일정은 코로나 상황이나공사 여건에 따라 변동이 될 수 있습니다. <b>한국조폐공사</b>시험은... ,,더나은 공식블로그,https://blog.naver.com/akodien,20201106
15,<b>한국조폐공사</b> 채용 자기소개서작성부터 면접까지 공기업 맞춤... ,,https://blog.naver.com/itbank21c?Redirect=Log&logNo=221481770338,"제2외국어, 한국사 능력 검정 1급 자격 소지자, 전문자격증 보유자가 있습니다. 이번 <b>한국조폐공사</b> 채용에서 합격한다면 채용형 인턴으로 3개월 정도 근무 후 교육훈련 및 근무평가 등을 통해 정규직 전환에... ",,KG에듀원 블로그,https://blog.naver.com/itbank21c,20190306
16,<b>한국조폐공사</b> 연결형 은행권(만원권 두장) 도전기!,,https://blog.naver.com/alicepomme?Redirect=Log&logNo=222271891325,얼마전 #<b>한국조폐공사</b> #기념주화 등에 대한 포스팅을 하면서 #동전수집 #화폐수집 에 관심을 갖게... 조폐공사쇼핑몰 배송도 굉장히 빠르고 포장도 잘 되어서 받아보면 괜히 #날위한선물 로 기분이 아주... ,,멀리서 토끼보러 오신 손님,https://blog.naver.com/alicepomme,20210311
17,"송정민 신상주 <b>한국조폐공사</b>, 서울시청 세금징수, 금융감독원",,https://blog.naver.com/kyongil1228?Redirect=Log&logNo=222038212108,<b>한국조폐공사</b> 화폐본부에서 25년째 근무 중인 이종학 자기님의 돈 만드는 이야기도 눈길을 끌었습니다.... 김민지 괴담은 조폐공사 시장의 딸 김민지가 납치된 뒤 토막 살해당했으나 범인은 끝내 잡히지 못했고... ,,Bon Appetit & Posting,https://blog.naver.com/kyongil1228,20200722
18,"<b>한국조폐공사</b>채용, 공기업NCS인강추천 통한 필기일정 준비!",,https://blog.naver.com/eiieoo33?Redirect=Log&logNo=222265113375,"저는 한국사와 토익도 열심히 공부하였죠. 이후 <b>한국조폐공사</b>NCS일정을 준비하면서 필기를 공부하게... 이 시간을 가지며 직무역량 및 경험의 적정성, 공사 인재상 부합여부와 인성 및 태도 등을 면접을 통해... ",,너굴너굴 데굴데굴,https://blog.naver.com/eiieoo33,20210307
19,2020 쥐의 해 유통주화 세트 - <b>한국조폐공사</b>,,https://blog.naver.com/jsjoon99?Redirect=Log&logNo=222225501350,<b>한국조폐공사</b>가 26일 출시한 ‘2020년 유통주화 세트’. 사진제공=<b>한국조폐공사</b> <b>한국조폐공사</b>는... 조폐공사는 2015년 ‘을미년(乙未年) 양의 해’를 시작으로 2016년 ‘병신년(丙申年) 원숭이의... ,,은하수의 가장 빛나는 별처럼,https://blog.naver.com/jsjoon99,20210130
20,<b>한국조폐공사</b> 가화만사성 실버바 2020.08.26(수),,https://blog.naver.com/myryang?Redirect=Log&logNo=222072060214,<b>한국조폐공사</b> 가화만사성 실버바. 이모님 댁을 위해 준비한 이 아이. <b>한국조폐공사</b>는 돈만... 조폐공사 프리미엄과 그 멋진 문양과 그 의미 값인 듯. 이렇게 어수선하고 뒤숭숭한 분위기... ,,봄마다 앓아눕는 우리들의 지병은 사랑,https://blog.naver.com/myryang,20200827
21,[정보] <b>한국조폐공사</b> &quot;2020년 한국의 주화&quot; 고품질 주화 세트로... ,,https://blog.naver.com/boulboul?Redirect=Log&logNo=221936095236,"<b>한국조폐공사</b>는 2020년 04월 29일부터 05월18일까지 <b>한국조폐공사</b> 쇼핑몰, NH농협은행, 우리은행... 없이 &quot;2020년 한국의 주화&quot; 세트를 예약할 수 있습니다. ※ PS 1 : 조폐공사에서 해당 주화 세트... ",,엘도라도(Eldorado) 실버라도(Silverado),https://blog.naver.com/boulboul,20200429
22,<b>한국조폐공사</b> 채용 2020 최신 NCS 인강 필기 시험 준비 가능... ,,https://blog.naver.com/kakaostory79?Redirect=Log&logNo=221997343602,2020년도 상반기 <b>한국조폐공사</b>가 세계최고의 조폐/인증/보안 서비스 기업실현에 동참할 진취적이고 창의적인 신입직원 채용형인턴을 공개모집합니다. <b>한국조폐공사</b> 인사관리규정 제10조의 결격사유가... ,,북스케치 공식블로그,https://blog.naver.com/kakaostory79,20200611
23,<b>한국조폐공사</b>가 발행한 카드상품권 '1호 지자체',,https://blog.naver.com/najusipr?Redirect=Log&logNo=222077340156,앱(한국조페공사 chak)설치 → 회원가입 후 농협ㆍ우체국 창구를 방문하여 주시기 바랍니다! 온라인 스마트폰 앱(<b>한국조폐공사</b> chak)설치 → 회원가입 → 카드신청 → 카드발급(7일 이내) → 충전 → 사용... ,,나주시 공식블로그,https://blog.naver.com/najusipr,20200901
24,유퀴즈 <b>한국조폐공사</b> 이종학 위조지폐 구분법 금융감독원... ,,https://blog.naver.com/seokks0919?Redirect=Log&logNo=222038406094,"이외에 <b>한국조폐공사</b> 자기님, 서울시청 세금징수과 자기님, 금융감독원 금융사기대응팀 자기님이 유퀴저로 출연해 돈을 만들고, 벌고, 쫓고, 지키는 이야기를 들려줬네요. <b>한국조폐공사</b> 이종학 돈 만드는... ",,모아봐요! 리뷰의숲,https://blog.naver.com/seokks0919,20200722
25,[<b>한국조폐공사</b> 채용] <b>한국조폐공사</b> 채용설명회ㅣ 총 정리!,,https://blog.naver.com/jobkorea1?Redirect=Log&logNo=221778611998,"<b>한국조폐공사</b> 서류전형 Q1.서류전형 접수 기간과 접수방법은 어떻게 되나요? 2020년 2월 접수 예정이며, 우리 공사 홈페이지에서 접수하시면 됩니다. Q2.제출 서류에는 어떤 것이 있나요? 입사지원서 및... ",,잡코리아가 코리아에게,https://blog.naver.com/jobkorea1,20200120
26,[후기] <b>한국조폐공사</b> 2020 한국의 주화 리뷰 (한국은행 창립... ,,https://blog.naver.com/joal0421?Redirect=Log&logNo=222114289568,특수 가공처리 된 1원 5원 10원 50원 100원 500원이 반짝반짝 광이 났다 주화에 대한 상세 설명이 안쪽에 적혀있고 출처: <b>한국조폐공사</b> 쇼핑몰 아~~ 이 영롱한 자태를 보라! 출처: <b>한국조폐공사</b> 쇼핑몰 비록... ,,88한 인생,https://blog.naver.com/joal0421,20201013
27,"<b>한국조폐공사</b> 관리자,  《OJT 지도사 양성과정》 2차수 교육",,https://blog.naver.com/mcgrow?Redirect=Log&logNo=221886395286,"대표는 <b>한국조폐공사</b>의 관리자들을 대상으로 《OJT지도사 양성과정》 2차수 교육을 진행했습니다. 이번 교육은 총 3차로 진행되었는데 2차, 3차 교육을 맡아서 진행했습니다. 공사는 2004년부터... ",,성공 비타민,https://blog.naver.com/mcgrow,20200402
28,<b>한국조폐공사</b> 한국은행 기념주화 은화,,https://blog.naver.com/cable0431?Redirect=Log&logNo=222241880370,"55g 제조 : <b>한국조폐공사</b>, 발행 : 한국은행 도안 1 : 경주역사유적지구(경주 동궁과 월지, 경주 남산 칠불암 마애불상군) 도안 2 : 백제역사유적지구(백제 금동대향로, 공주 공산성, 익산 미륵사지... ",,굿팡맨,https://blog.naver.com/cable0431,20210213
29,그냥일상 | <b>한국조폐공사</b> 2020 현용주화세트 구매하기,,https://blog.naver.com/csrryq1636?Redirect=Log&logNo=222154982001,졔졔입니다:) 오늘은 저희 아빠가 부탁한 <b>한국조폐공사</b>에서 발행된 2020기념주화를 구매하기 위해서ㅎㅎ 아침부터 난리굿.. 이게 이렇게 좋은 아이템인가요..? 출처: <b>한국조폐공사</b>쇼핑몰 이미지 어제 늦게... ,,아날로그 졔졔♪,https://blog.naver.com/csrryq1636,20201126
30,[대학일자리본부] 공기업 맞춤 취업전략 '<b>한국조폐공사</b>' 강의 후기,,https://blog.naver.com/paichaiuniv?Redirect=Log&logNo=222176541328,"코레일, <b>한국조폐공사</b>, 한국수자원공사, 국민연금공단 네 개의 공기업들의 취업전략을 들을 수 있었는데요! 이번 특강 후기는 '<b>한국조폐공사</b>'입니다 <b>한국조폐공사</b> 기업에 대한 설명은 정지선 강사님께서... ",,최초에서 최고로! 배재대학교 공식블로그,https://blog.naver.com/paichaiuniv,20201218
31,‘<b>한국조폐공사</b>’ 현직자와 함께하는 온라인 멘토링,,https://blog.naver.com/youthhopefoundation?Redirect=Log&logNo=222134207463,한국지역난방공사와 함께하는 청년일자리 희망캠프 참여 후기 지난 22일 진행된... 4시까지 ‘<b>한국조폐공사</b>와 함께하는 현직자 온라인 멘토링’이 진행된답니다~ <b>한국조폐공사</b> 캐릭터 '위보' '<b>한국조폐공사</b>... ,,청년재단 블로그,https://blog.naver.com/youthhopefoundation,20201103
32,<b>한국조폐공사</b> 채용 알아둬야 유용한 꿀TIP(연봉+자소서),,https://blog.naver.com/incruit1?Redirect=Log&logNo=221998375737,<b>한국조폐공사</b> 채용 알아둬야 유용한 꿀TIP(연봉+자소서) 안녕하세요. 좋은 일 찾을 땐 인크루트 입니다. <b>한국조폐공사</b> 채용을 준비하고 계신분들을 위해 인크루트 기업정보 페이지를 통하여 빠른 채용소식... ,,인크루트 공식블로그,https://blog.naver.com/incruit1,20200612
33,<b>한국조폐공사</b> 소식 연결형은행권 재 출시 및 라이브방송 안내,,https://blog.naver.com/chammallo?Redirect=Log&logNo=222222858668,공사소식 게시판 보기연결형은행권 재 출시 및 라이브방송 안내<b>한국조폐공사</b> 쇼핑몰 (2021.01.27 15:54:26 / 2778) 안녕하십니까 보이는 것 이상의 가치 <b>한국조폐공사</b> 입니다. 많은 고객님들께서... ,,♣ 황 금 동 산 ♣,https://blog.naver.com/chammallo,20210128
34,‘영남대-<b>한국조폐공사</b>’ 업무협약 체결,,https://blog.naver.com/ynuniv?Redirect=Log&logNo=222099202559,"[2020-9-21] &lt;영남대와 <b>한국조폐공사</b>가 우수 인력 양성 및 사회적 가치 창출을 위한 업무협약을 체결했다&gt;(왼쪽부터 영남대 서길수 총장, <b>한국조폐공사</b> 권칠인 화폐본부장) 영남대학교(총장 서길수)와... ",,영남대학교 블로그,https://blog.naver.com/ynuniv,20200925
35,"<b>한국조폐공사</b>, 2020년 한국의 주화/한국은행 70주년 기념주화",,https://blog.naver.com/b_gdk?Redirect=Log&logNo=221935686696,<b>한국조폐공사</b> 홈페이지 www.komsco.com도 들어가보자! 왜냐 이뻐졌거든 ㅋㅋㅋㅋㅋ 내 동기 현주누나가 2020한국의 주화 언박싱 영상을 찍었더라! 당장 봐야겠는 걸!? 자세한 설명은 현주누나에게 패스... ,,As I want⭐️,https://blog.naver.com/b_gdk,20200429
36,<b>한국조폐공사</b>와 같은 회사가 어떻게 영업 적자가 나지?,,https://blog.naver.com/kyuwilly?Redirect=Log&logNo=222268302977,"2021년 3월 8일 <b>한국조폐공사</b>와 같은 회사가 어떻게 영업 적자가 났을까요. 참으로 신기합니다. 특별한... 조폐공사 영업 여건 악화 ① 매출액 5천317억원 전년 대비 1.3% 증가, 영업 적자 142억원 ② 코로나19... ",,해피경제연구소,https://blog.naver.com/kyuwilly,20210308
37,한국수출입은행·<b>한국조폐공사</b>·한국투자공사... ,,https://blog.naver.com/bakhonggeun?Redirect=Log&logNo=222128145880,10월 19일은 국회에서 기획재정위원회의 한국수출입은행·<b>한국조폐공사</b>·한국투자공사... 중랑구 #중랑을 #수은 #수출입은행 #한국수은 #KIC #한국투자공사 #조폐공사 #한국재정정보원 #재정정보원 #원산지정보원,,국민의 삶이 최우선입니다,https://blog.naver.com/bakhonggeun,20201027
38,<b>한국조폐공사</b>채용 NCS무료 봉투공기업모의고사!,,https://blog.naver.com/roseess?Redirect=Log&logNo=222090413631,저는 올해 <b>한국조폐공사</b>채용에 합격하기 위해서 열심히 공기업모의고사를 통해 시험을 대비하고... 사실 조폐공사에 대한 정보가 다른곳은 많이 없어서 어떤 방향으로 학습해야할지 잘 몰랐는데 딱공기업... ,,핫이슈매거진,https://blog.naver.com/roseess,20200915
39,〔ft.<b>한국조폐공사</b> 한국 대표 화가 시리즈 '이중섭' 지폐형... ,,https://blog.naver.com/luv0625?Redirect=Log&logNo=222225593060,"▷ <b>한국조폐공사</b> 한국 대표 화가 이중섭 지폐형 메달 잊고 있었다. 그도 그럴 것이 작년 11월 2일 주문 한 것이고, 주문당시 1월 배송임을 알고 있었기에 생각을 안 하고 있었다. 집콕 하면서 사소한 것들의... ",,바른교육문화 연구소,https://blog.naver.com/luv0625,20210130
40,신협중앙회와 <b>한국조폐공사</b> &quot;카드형 지역사랑 상품권 공동개발&quot;,,https://blog.naver.com/jblegok?Redirect=Log&logNo=222231539464,"신협중앙회(회장 김윤식, 이하 신협)가 4일 <b>한국조폐공사</b>와 ‘카드형 지역사랑 상품권의 도입 및... 신협과 <b>한국조폐공사</b>는 올해 상반기 체크카드 기반의 지역사랑 상품권을 공동 개발해 선보인다. 전국 각지에... ",,대전의 봄,https://blog.naver.com/jblegok,20210204
41,"<b>한국조폐공사</b> 쇼핑몰, 2020년 한국의 주화 예약 접수중!",,https://blog.naver.com/bora912?Redirect=Log&logNo=222220281553,"<b>한국조폐공사</b>가 1월 29일부터 한국은행 창립 70주년 기념 &lt;2020년 한국의 주화&gt;를 예약 접수 받는다고... 2월 18일까지 전국 NH농협은행 또는 우리은행 창구 및 누리집, 조폐공사 온라인 쇼핑몰 등에서 가능.",,감이좋은엄마의 쉬운 경제이야기,https://blog.naver.com/bora912,20210126
42,[행정안전부/중앙선거관리위원회/<b>한국조폐공사</b>] 공공행정... ,,https://blog.naver.com/kkm7139?Redirect=Log&logNo=222100103180,"행정안전부가 중앙선거관리위원회, <b>한국조폐공사</b> 등을 발표자로 초대해 '공공행정혁신 기반 및 사례'를 주제로 공공행정 온라인포럼을 열었는데요. 감사하게도 한국의 우수한 공공행정 시스템을 소개하는... ",,"한,영어MC 김경미 개인공간",https://blog.naver.com/kkm7139,20200926
43,<b>한국조폐공사</b> 《OJT 지도 강사과정》 3차 교육 실시,,https://blog.naver.com/mcgrow?Redirect=Log&logNo=221853122180,맥그로우컨설팅그룹의 한종문 대표는 <b>한국조폐공사</b> 사내강사들을 대상으로 《OJT 지도 강사과정》 총 3차 교육을 진행습니다. <b>한국조폐공사</b>는 HRD 부서 중심의 교육에서 벗어나 현장 중심의 교육을... ,,성공 비타민,https://blog.naver.com/mcgrow,20200314
