,title,originallink,link,description,pubDate,bloggername,bloggerlink,postdate
44,<b>한국조폐공사</b> 한국은행 창립 70주년 기념주화 세트 &quot; 한국의... ,,https://blog.naver.com/kangkaru1?Redirect=Log&logNo=221936005099,"하지만 <b>한국조폐공사</b> 서버가 작아서 그런지 들어가려면 웨이팅을 몇만명씩 해야하더군요! 그래서 조폐공사를 거치지 않고 바로 구입하는 방법 입니다!! 이번 행사는 농협은행과, 우리은행 두곳을... ",,K's MIdday,https://blog.naver.com/kangkaru1,20200429
45,<b>한국조폐공사</b> 쇼핑몰 2020년 현용주화세트 판매(3차),,https://blog.naver.com/lovelyar77?Redirect=Log&logNo=222169163303,<b>한국조폐공사</b>쇼핑몰 2020년 현용주화세트 판매 출처: <b>한국조폐공사</b> 쇼핑몰 www.koreamint.com 아침부터 돈 산다고 난리였어요.. <b>한국조폐공사</b>쇼핑몰에서 선착순 판매한다는 2020 현용주화세트... ,,짱아의 마음,https://blog.naver.com/lovelyar77,20201210
46,"<b>한국조폐공사</b>, ‘오롯·디윰관’오픈 기념 골드바 할인 판매",,https://blog.naver.com/khwds?Redirect=Log&logNo=222272732308,"5% 할인 구입 가능 … 인기 메달도 할인 판매 - 선착순 100명 골드바 모형 비누 증정 이벤트 □ 조폐공사가 플래그십 스토어 오픈 기념 골드바 할인 이벤트를 실시한다. □ <b>한국조폐공사</b>(사장 조용만, www.... ",,추억의 옛날물건 수집 (마니모아 블로그),https://blog.naver.com/khwds,20210312
47,"<b>한국조폐공사</b>, 비상경영 선언…지난해 142억원 적자",,https://blog.naver.com/loanstarmoney?Redirect=Log&logNo=222268297182,제공 | <b>한국조폐공사</b> [대전 = 연합뉴스] 지난해 100억원대 영업적자를 본 <b>한국조폐공사</b>가 비상 경영 체제에 돌입했다. 반장식 조폐공사 사장은 8일 대전 본사에서 연 위기극복 특별 대책 경영전략 회의에서... ,,재테크는 케이머니와 함께,https://blog.naver.com/loanstarmoney,20210308
48,"신협, <b>한국조폐공사</b>와 MOU “상반기 카드형 지역사랑 상품권... ",,https://blog.naver.com/cuf1105?Redirect=Log&logNo=222231424041,4일 <b>한국조폐공사</b>와 ‘카드형 지역사랑 상품권의 도입 및 운영을 위한 업무협약(MOU)’을 체결했습니다.... 신협과 <b>한국조폐공사</b>는 올해 상반기 체크카드 기반의 지역사랑 상품권을 공동 개발해 선보입니다. 전국... ,,신협블로그,https://blog.naver.com/cuf1105,20210204
49,<b>한국조폐공사</b> 오롯 골드바 10g 수령완료! 및 감상!,,https://blog.naver.com/jsp213?Redirect=Log&logNo=221858866043,15일 일요일에 주문한 <b>한국조폐공사</b> 오롯 골드바 10g을 오늘 수령하였습니다. 처음으로 스스로 번돈으로 들이는 첫 금이라 애착이 많이 갈것 같네요 저는 케이스만 오는줄 알았는데 겉에 따로 사진처럼... ,,Liverpool의LiFe블로그,https://blog.naver.com/jsp213,20200317
50,[공모전] <b>한국조폐공사</b> 영상 공모전,,https://blog.naver.com/graphicjy?Redirect=Log&logNo=221899802238,"소유권은 <b>한국조폐공사</b>에 있음 2) 출품작은 향후 2차 가공 등을 거쳐 조폐공사의 홍보목적(홈페이지,SNS, 기타 미디어 등)으로 활용할 수 있음 3) 수상자 중 일부 <b>한국조폐공사</b> 홍보대사 활동 기회 부여 4)... ",,우리 모두 공모전에 도전해봅시다,https://blog.naver.com/graphicjy,20200409
51,[공공기관 채용] 2020 <b>한국조폐공사</b> 채용ㅣ전문가 합격자소서... ,,https://blog.naver.com/jobkorea1?Redirect=Log&logNo=221998387636,"[공공기관 채용] 2020 <b>한국조폐공사</b> 채용ㅣ전문가 합격자소서 분석! #<b>한국조폐공사</b> #<b>한국조폐공사</b>채용 #<b>한국조폐공사</b>합격자소서 안녕하세요, 끝이 다른 시작! 잡코리아입니다. 2020년 <b>한국조폐공사</b> 채용... ",,잡코리아가 코리아에게,https://blog.naver.com/jobkorea1,20200612
52,"[2020 기재위 국감 보도자료] <b>한국조폐공사</b> 쇼핑몰, 경쟁력... ",,https://blog.naver.com/ggh000?Redirect=Log&logNo=222120967228,"※별첨1, 2 : 시중 쇼핑몰과 조폐공사 쇼핑몰 화면 비교 [ 보도자료 ] 첨부파일 [국회의원 김경협 보도자료] 201019 <b>한국조폐공사</b> 쇼핑몰, 경쟁력 확보 시급.hwp 파일 다운로드 [ 별첨 ]",,"김경협, 힘있는 변화!",https://blog.naver.com/ggh000,20201020
53,연결형은행권 발행예정 <b>한국조폐공사</b>,,https://blog.naver.com/dart81?Redirect=Log&logNo=222262822702,<b>한국조폐공사</b> 쇼핑몰 오늘 <b>한국조폐공사</b> 연결형 은행권 출시예정 메시지가 왔습니다. 박스가 없어서 품절을 시켰다고 하더니. 다시 출시할 모양인가 보네요. 4일 7일 남았으니 날짜 체크 잘 하셔야... ,,돌하루의 soso한하루,https://blog.naver.com/dart81,20210303
54,"Sh수협은행-<b>한국조폐공사</b>, 한가위 맞이 골드바 판매 프로모션... ",,https://blog.naver.com/suhyup_bank?Redirect=Log&logNo=222095131059,수협은행은 지난 2016년 <b>한국조폐공사</b>와 골드바 판매대행 MOU를 체결하고 수협은행 전국 영업망을 통해 조폐공사가 품질을 보증하는 오롯골드바(<b>한국조폐공사</b> 브랜드)를 판매하고 있습니다.,,Sh수협은행,https://blog.naver.com/suhyup_bank,20200921
55,<b>한국조폐공사</b>와위변조방지기술,,https://blog.naver.com/jina2996?Redirect=Log&logNo=222216436123,대전=연합뉴스) 김준범 기자 = <b>한국조폐공사</b>는 수출하는 국내 신발 제품에 위·변조 방지 기술을 적용한 '정품인증' 라벨을 부착한다고 22일 밝혔다. 해외 소비자들은 조폐공사의 보안패턴 기술이 적용된... ,,메모생각행동,https://blog.naver.com/jina2996,20210122
56,<b>한국조폐공사</b> 플래그십 스토어 '오롯·디윰관' GRAND OPEN!,,https://komsco.tistory.com/1415,"📢 여러분, <b>한국조폐공사</b>가 만든 메달과 골드바 구경하러 놀러오세요~! 📢 서울 마포구 창전동(6호선 광흥창역 5번 출구)에 위치한 조폐공사 서울 사무소 1층에 플래그십 스토어 '오롯·디윰관'이 문을... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20201224
57,"대한민국 기념우표 제조 목록, (<b>한국조폐공사</b>)",,https://richcat.tistory.com/4950,"728x90 반응형 대한민국 기념우표 제조 목록, (<b>한국조폐공사</b>) 연번 연도별 제품명 1 2012 12서울핵안보정상회의 2 2012 12.세계자연보전총회 3 2012 12.연하우표 4 2012 한국무역 KOTRA 50년 5... ",,리치캣의 현재 그리고 미래,http://richcat.tistory.com/,20210124
58,"[기업정보 No.185]  <b>한국조폐공사</b> 채용공고, 지원팁 공개",,https://blog.naver.com/kil8853?Redirect=Log&logNo=221234323710,"[기업정보 No.185] <b>한국조폐공사</b> 채용공고, 지원팁 공개 안녕하세요~ 취업의신이에요 ^^ 돈 벌고 싶다.... 바로, <b>한국조폐공사</b>입니다 &lt;기업정보 분석&gt; <b>한국조폐공사</b>는 1951년 설립되었고, 화폐류, 은행권, 주화... ",,취업의신 블로그,https://blog.naver.com/kil8853,20180321
59,<b>한국조폐공사</b> 화폐박물관에서 만난 화폐이야기,,https://daejeonstory.com/10147,대전에는 <b>한국 조폐공사</b>가 있고 그 옆에는 화폐박물관이 만들어져 있습니다. 화폐는 경제 분야의 가장... 한 국가의 중요한 권리로 조폐권이 있습니다. 한일합방이 된 다음 해에 조선은행법이 공표됐는데요. 그... ,,나와유의 오감만족 이야기,https://daejeonstory.com/,20190718
60,<b>한국조폐공사</b> 실버바 1kg 도착! (어머니와 같이 투자!) feat... ,,https://blog.naver.com/jsp213?Redirect=Log&logNo=222087899432,이번에 어머니와 같이 반반씩 투자를 하여 <b>한국조폐공사</b> 실버바 1kg를 매수 하였습니다. 월요일날... com/jsp213/222144258681 [현재 가난에 대비해 작성하고 있는 가난일기 시리즈...] #조폐공사 #실버바... ,,Liverpool의LiFe블로그,https://blog.naver.com/jsp213,20200913
61,[공공기관 채용] 2020 <b>한국조폐공사</b> 채용ㅣ채용 정보 공유!... ,,https://blog.naver.com/jobkorea1?Redirect=Log&logNo=222116347974,"[공공기관 채용] 2020 <b>한국조폐공사</b> 채용ㅣ채용 정보 공유! (~10/26) #<b>한국조폐공사</b> #<b>한국조폐공사</b>채용 #<b>한국조폐공사</b>신입 안녕하세요, 끝이 다른 시작! 잡코리아입니다. 2020년 <b>한국조폐공사</b> 채용에 관심... ",,잡코리아가 코리아에게,https://blog.naver.com/jobkorea1,20201015
62,<b>한국조폐공사</b> 플래그십 스토어 '오롯·디윰관' 오픈 기념 골드바... ,,https://komsco.tistory.com/1429,"<b>한국조폐공사</b> 플래그십 스토어 '오롯·디윰관' 오픈 기념 골드바 할인 이벤트! 여러분, 서울 마포 지하철 6호선 광흥창역 인근에 있는 <b>한국조폐공사</b> 플래그십 스토어 '오롯·디윰관' 에 놀러오세요... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20210121
63,[카드뉴스] <b>한국조폐공사</b>가 들려주는 '재미있는 화폐이야기' 6탄!,,https://komsco.tistory.com/1453,"<b>한국조폐공사</b>가 들려주는 '재미있는 화폐이야기' 6탄! 눈을 감고 500원, 100원, 50원 동전을... (●'◡'●) 좋아요 공감 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO) 블로그 저작자표시",,http://komsco.tistory.com/,http://komsco.tistory.com/,20210219
64,"<b>한국조폐공사</b>, '2020 대한민국 나눔국민대상' 수상",,https://komsco.tistory.com/1389,"확대하는 등 지역사회와 상생을 위한 다양한 활동을 펼치고 있답니다. 사회적 책임을 다하는 조폐공사의 모습, 앞으로도 계속 지켜봐주세요! 좋아요 2 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO) 블로그",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20201110
65,<b>한국조폐공사</b> 해외 자회사 GKD를 아시나요?,,https://komsco.tistory.com/1363,"이곳에 <b>한국조폐공사</b> 해외 자회사 GKD(GLOBAL KOMSCO DAEWOO) 가 있습니다! 2010년 9월 설립된 GKD는 목화를 이용해 지폐에 사용되는 종이의 원료인 면펄프(cotton pulp) 를 만드는 회사로, 대한민국이 '조폐 주권국... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20200924
66,"<b>한국조폐공사</b>, '대전·충청 공공기관 일자리 아이디어톤' 개최",,https://komsco.tistory.com/1377,"<b>한국조폐공사</b> 등 대전·충청지역 5개 공공기관이 국민이 직접 일자리 사업을 기획하는 '대전... 분야(<b>한국조폐공사</b>): 위변조방지, 보안·인증 솔루션 등 신뢰사회를 위한 일자리 * 접수 방법 공모전... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20201019
67,"<b>한국조폐공사</b>, 대전·금산 아동 및 어르신들에게 후원물품 기증",,https://komsco.tistory.com/1369,"어려움을 겪는 어린이와 어르신들에게 조금이나마 도움이 되길 바라며, 앞으로도 조폐공사는 사회적 약자를 위한 나눔활동을 지속해 나가겠습니다! 좋아요 1 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO)... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20200928
68,"'내 이름은 위보, <b>한국조폐공사</b> 마스코트죠!'",,https://komsco.tistory.com/1227,"또한 제가 목에 두른 스카프 끝부분 문양은 보안을 뜻하는 ‘Security’ 앞글자 S 를 상징 , 조폐공사의 핵심 사업이념을 표현했답니다 . 이 정도면 <b>한국조폐공사</b>의 마스코트가 될만하죠? ^0^ <b>한국조폐공사</b> SNS... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20190812
69,<b>한국조폐공사</b>! 소개 한 번 해볼라고~ YO!,,https://komsco.tistory.com/1220,"&lt; <b>한국조폐공사</b> ! 돈만 만든다는 생각은 NO NO~ &gt; 조폐공사는 은행권 , 주화 , 국공채 , 각종 유가증권 및 정부 등이 사용할 특수제품을 제조하고 이와 관련된 사업을 수행하기 위한 목적으로 한국전쟁 중인 1951... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20190723
70,"<b>한국조폐공사</b>, 발달장애인 대상 디자인 특별 교육 진행",,https://komsco.tistory.com/1293,장애인의 자립과 고용 확대를 도모하기 위한 조폐공사의 다양한 사회적 가치창출 노력에 앞으로도 따뜻한 응원 부탁드려요 ~^0^ 글 · 게재 / 인턴 강미정 좋아요 1 공유하기 글 요소 구독하기 <b>한국조폐공사</b>... ,,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20200203
71,[카드뉴스] <b>한국조폐공사</b>와 함께하는 화폐연대기 1탄,,https://komsco.tistory.com/1386,"<b>한국조폐공사</b>와 함께하는 화폐연대기 1탄 여러분, 우리나라 화폐가 탄생한지 70주년이 되었어요!... (๑•̀ㅂ•́)ﻭ✧ 좋아요 1 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO) 블로그",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20201102
72,"<b>한국조폐공사</b> 조용만 사장, 취임 2주년 맞아 급식봉사 펼쳐",,https://komsco.tistory.com/1290,따뜻한 사회를 만들어가는 조폐공사 임직원들의 발걸음을 지켜봐주세요 :-) 글 게재 / 인턴 강미정 좋아요 1 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO) 블로그,,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20200122
73,"[잡코리아 직무인터뷰] <b>한국조폐공사</b>, 화폐에 돈 이상의 가치를... ",,https://blog.naver.com/jobkorea1?Redirect=Log&logNo=221460872419,<b>한국조폐공사</b> 화폐사업팀 류한식 과장 Q. 간단한 자기소개 부탁드립니다. 올해로 입사 7년을 맞는 화폐사업팀의 류한식 과장입니다. 현재 팀에서 기념화폐 사업을 담당하고 있습니다. Q. 조폐공사에 입사하게 된... ,,잡코리아가 코리아에게,https://blog.naver.com/jobkorea1,20190208
74,"<b>한국조폐공사</b>, 2020년 보안기술 설명회 개최!",,https://komsco.tistory.com/1376,"&lt;<b>한국조폐공사</b>, 2020년 보안기술 설명회 개최!&gt; <b>한국조폐공사</b>는 10월 14일 서울 대한상의 회의실에서 '뉴 노멀 시대, 슬기로운 보안기술 활용법' 을 주제로 생활 속에서 손쉽게 가짜를 구분할 수 있는 첨단... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20201016
75,<b>한국조폐공사</b> 화폐박물관에서 레진아트 작품전 'FLOW'를... ,,https://komsco.tistory.com/1405,<b>한국조폐공사</b> 화폐박물관에서 레진아트 작품전 'FLOW'를 만나보세요! '레진' 에 대해서 들어보신 적... ☺ 조폐공사 화폐박물관에서 12월 한 달 동안 시각디자이너 양승혜 작가의 '레진아트 작품전'을... ,,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20201203
76,"<b>한국조폐공사</b>, ‘청렴 옴부즈만 자문회의’ 개최",,https://komsco.tistory.com/1291,조폐공사는 지난해 12 월 한국표준협회로부터 국제 수준의 반부패 경영시스템에 대한 인증 (ISO 37001) 을... 글 · 게재 / 인턴 강미정 좋아요 1 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO) 블로그,,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20200131
77,[영상] <b>한국조폐공사</b> '2020... 수상작 - <b>한국조폐공사</b>에 대해... ,,https://komsco.tistory.com/1436,"대국민 영상공모전 장려상 수상작 〈<b>한국조폐공사</b>에 대해 알고 계신가요?〉를 공개합니다! 🎆 Q. 조폐공사는 지폐, 동전만 만드나요? 🤔 A. 아니요, 화폐 외에도 여권, 상품권 등 다양한 제품을 만들고... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20210128
78,"“<b>한국조폐공사</b>, ‘2019 위변조방지 보안기술 설명회’ 개최”",,https://komsco.tistory.com/1267,<b>한국조폐공사</b>가 오는 28일(목) 오전 10시 서울 대한상공회의소 에서 ‘2019년 위변조방지 보안기술 설명회’를 개최합니다! 올해로 여섯 번째인 이번 행사는 조폐공사가 개발한 첨단 위변조방지 보안기술의... ,,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20191120
79,"[카드뉴스] <b>한국조폐공사</b>, '사회적 가치 실현 3대 상(賞)' 수상!",,https://komsco.tistory.com/1411,"<b>한국조폐공사</b>, '사회적 가치 실현 3대 상(賞)' 수상! 국내 유일의 제조 공기업인 <b>한국조폐공사</b>가 '사회적 가치 실현 3대 상(賞)' 을 수상하는 쾌거를 이루었습니다! &lt;수상내역&gt; 🏆 2020 대한민국... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20201217
80,"<b>한국조폐공사</b>, 김좌진 장군 기념사업 후원",,https://komsco.tistory.com/1394,"유적지 복원 사업 및 학술·문화 진흥 사업 등에 활용될 예정입니다. 사회적 가치 실현에 앞장서는 조폐공사의 모습, 계속 지켜봐주세요~^0^ 좋아요 1 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO) 블로그",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20201116
81,[청년정책] 선배들이 들려주는 <b>한국조폐공사</b> 입사 성공기,,https://blog.naver.com/mosfnet?Redirect=Log&logNo=220833193072,"우리나라의 은행권(화폐)을 제조하는 공기업인 <b>한국조폐공사</b>는 중요한 역할만큼 매년 채용 과정에서... 이러한 경험을 한 후 한국에 돌아와 취업을 준비하다 보니, 제가 다른 사람들보다 할 말이 조금 더... ",,기획재정부 경제e야기,https://blog.naver.com/mosfnet,20161011
82,<b>한국조폐공사</b> 2016년 하반기 NCS기반 신입직원(청년인턴) 채용,,https://blog.naver.com/tradepeople?Redirect=Log&logNo=220777811193,<b>한국조폐공사</b> 2016년 하반기 NCS기반 신입직원(청년인턴) 채용 *인턴 근무평가 후 90% 정규직 전환... 17(수) 17시까지 <b>한국조폐공사</b>(KOMSCO)는 은행권·주화·국채·공채·각종 유가증권 및 정부... ,,취크루트,https://blog.naver.com/tradepeople,20160802
83,"<b>한국조폐공사</b>, '안중근 의사 순국 110주기 추념메달' 수익금 기탁",,https://komsco.tistory.com/1412,여러분도 조폐공사와 함께 안중근 의사의 숭고한 애국정신을 다시 한 번 기려보는 건 어떨까요? 좋아요 1 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO) 블로그,,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20201221
84,JTBC 해볼라고 [<b>한국조폐공사</b> 편],,https://blog.naver.com/happybrother?Redirect=Log&logNo=221468552247,<b>한국조폐공사</b> 공사소개_비전 &amp; 채널을 돌리다가 뒤늦게 봤지만 취업을 준비하는 사람들에게 무엇보다 필요했던 방송은 웃고 즐기는 여행보다 이런 프로그램 해볼라고가 아닐까싶어요!! 중국 바이어와 미팅을... ,,지금 이 순간,https://blog.naver.com/happybrother,20190218
85,<b>한국조폐공사</b> 2016년 NCS 기반 신입직원 채용 공고,,https://blog.naver.com/bosungabi?Redirect=Log&logNo=220778682361,<b>한국조폐공사</b> 채용 소식을 알려드립니다. <b>한국조폐공사</b>(Korea Mining Security Printing &amp; ID Card Operating... 공통자격 공사 인사관리 규정 제 10호(채용 결격사유)에 해당하지 않는 자 2. 전형별 필수 자격요건... ,,수험서의 명가 씨마스,https://blog.naver.com/bosungabi,20160803
86,홍삼액 제품의 지식재산권 보호하는 <b>한국조폐공사</b>의 기술,,https://blog.naver.com/kipracafe?Redirect=Log&logNo=221028078403,위해서 한국인삼공사와 <b>한국조폐공사</b>가 손을 잡았다고 해요. <b>한국조폐공사</b>의 위·변조 방지 기술을... 출처: <b>한국조폐공사</b>&gt; 손톱깎이로 유명한 쓰리쎄븐이라는 기업도 조폐공사의 잠상 기술을 도입했습니다.... ,,한국지식재산보호원 공식 블로그,https://blog.naver.com/kipracafe,20170613
87,"[기사]엑소, <b>한국조폐공사</b> 제작 공식 기념메달 나온다... ",,https://blog.naver.com/mclove0325?Redirect=Log&logNo=221227372845,<b>한국조폐공사</b>는 “대한민국 최정상 아이돌그룹으로 ‘한류의 중심’에 선 엑소에 대하여 공식... 2018 평창 동계올림픽 기념주화 등 국가 행사 기념주화 및 메달을 제작해 온 <b>한국조폐공사</b>는 아시아를... ,,"너를 향한 내 맘, love,love,love.",https://blog.naver.com/mclove0325,20180312
88,<b>한국조폐공사</b> 50년사,,https://blog.naver.com/uniqueplus2?Redirect=Log&logNo=221321466896,"<b>한국조폐공사</b> 50년사 <b>한국조폐공사</b> 50년사는 창립 이래 많은 변화와 굴곡이 있었지만, 지속적인... 현재의 조폐공사 현장을 현황 화보로 구성하였다. 본문은 서장을 포함하여 총 7장으로 화폐의 역사와... ",,유니크플러스 사사팀 블로그,https://blog.naver.com/uniqueplus2,20180718
89,"[10월 16일] <b>한국조폐공사</b>, 은행권 및 주화 수출 확대를 위한... ",,https://blog.naver.com/ewon33?Redirect=Log&logNo=221378476981,"<b>한국조폐공사</b>는 2007년 2,570만장(은행권, 주화)의 생산량을 기록했으나 2009년을 기점으로 생산량이 급격하게 하락했다. 2018년 올해 생산량은 796만장으로 2007년 대비 약 1/3로 줄었다. 조폐공사는 기본사업인... ",,이원욱의 블로그,https://blog.naver.com/ewon33,20181016
90,짝퉁 잡는 <b>한국조폐공사</b>의 위조방지 신기술!,,https://blog.naver.com/kipracafe?Redirect=Log&logNo=220885843489,그중에서도 공사에서 제공하는 스마트폰 앱을 통해 무료로 진품을 확인할 수 있는 기술은 일반인들도 쉽게 접근할 수 있어 활용도가 높을 것이라 생각되네요^^ 이미지 출처 : <b>한국조폐공사</b> 공식 블로그 이러한... ,,한국지식재산보호원 공식 블로그,https://blog.naver.com/kipracafe,20161214
91,[2015.9.12 ~ 9.13] <b>한국조폐공사</b>에서 뱀띠모임,,https://blog.naver.com/netsu20?Redirect=Log&logNo=220480952049,오랜만에 모이는 아캠모 뱀띠모임 <b>한국조폐공사</b> 본사에서 운영하는 직원복지용 사내캠핑장에서 15.9.11~9.13의 2박3일을 보낸다. 물론 나는 토요일에 근무하는 관계로 퇴근후에 정신없이 움직인관계로... ,,설참,https://blog.naver.com/netsu20,20150914
92,[영상] <b>한국조폐공사</b> '2020 대국민 영상공모전' 장려상 수상작... ,,https://komsco.tistory.com/1423,"하 조폐공사의 히어로 '위보'의 활약으로 '이것저것'의 부자가 되려는 꿈은 허사로 돌아가게 되는데…. (제작: 김동원, 라승아, 김경진, 어진아) 좋아요 공감 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO)... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20210107
93,대전 <b>한국조폐공사</b> 화폐박물관,,https://blog.naver.com/stevekery?Redirect=Log&logNo=221415825019,"구 한국은행권, 현재 사용하고 있는 한국은행권까지 우리나라 은행권의 변천사를 전시해놓은... 및 관람료도 무료라서 만족도가 더욱 컸습니다. 대전 유성구 <b>한국조폐공사</b> 화폐박물관에서... With Canon G1X Mark II",,소소한......,https://blog.naver.com/stevekery,20181209
94,[카드뉴스] <b>한국조폐공사</b>와 함께하는 지폐 속 주인공 이야기 6... ,,https://komsco.tistory.com/1424,[카드뉴스] <b>한국조폐공사</b>와 함께하는 지폐 속 주인공 이야기 6 - 탐험가들 이번 편에서는 위험을 무릅쓰고 세계 이곳저곳을 여행한 탐험가들을 소개합니다! 화폐에는 여러 나라와 지역에 관심을 갖고 모험하는... ,,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20210111
95,[핸즈온봉사]<b>한국조폐공사</b>&amp;한국타이어중앙연구소,,https://blog.naver.com/yuseong1365?Redirect=Log&logNo=221307952917,6월 핸즈온 봉사활동엔 <b>한국조폐공사</b>와 한국타이어중앙연구소가 참여했습니다. 한국타이어중앙연구소 활동부터 살펴보겠습니다. <b>한국조폐공사</b> -피자 만들기&amp;나눔 대전시자원봉사센터와 기업연계 프로그램!... ,,유성 자원봉사 愛 빠지다,https://blog.naver.com/yuseong1365,20180627
96,[카드뉴스] <b>한국조폐공사</b> &amp; 성심당 '순도 99.99' 골드바 케이크... ,,https://komsco.tistory.com/1360,"지난 9월 21일, <b>한국조폐공사</b>와 대전의 명소 성심당이 함께 '순도 99.99' 골드바 케이크 를 출시했습니다! 조폐공사가 판매하고 있는 골드바 모양의 피낭시에 케이크를 제품화한 '순도 99.99' 골드바 케이크는... ",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20200922
97,[카드뉴스] <b>한국조폐공사</b> 신규 골드바 브랜드 'KOMSCO... ,,https://komsco.tistory.com/1381,"<b>한국조폐공사</b> 신규 골드바 브랜드 'KOMSCO WORLD BAR' 출시! 2020년 11월 'KOMSCO WORLD BAR(콤스코... ^0^ 2020년 11월, Coming Soon...! 좋아요 2 공유하기 글 요소 구독하기 <b>한국조폐공사</b>(KOMSCO) 블로그",,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20201026
98,<b>한국조폐공사</b> - 2020 쥐의 해 유통주화세트 발매,,https://banknotes.tistory.com/1257,"<b>한국조폐공사</b> 쇼핑몰 배송관련정보 - 배송비용 : 착불 4,000원 (3만원이상 구매시 무료- '2020년 한국의 국립공원 기념주화'는 제외) - 배송업체 : 상품별 CJ대한통운택배 또는... ",,http://banknotes.tistory.com/,http://banknotes.tistory.com/,20210122
99,<b>한국조폐공사</b> 오롯 골드바,,https://komsco.tistory.com/1338,KRX(한국거래소) 품질인증기관인 <b>한국조폐공사</b>에서 순도 99.99% 포나인 골드바를 보증합니다. 오롯 골드바의 보안요소에 대해 알아볼까요? 1. 공사 고유의 홀마크 적용 2. 자체 특허기술... ,,한국조폐공사(KOMSCO) 블로그,http://komsco.tistory.com/,20200727
