,Unnamed: 0,title,originallink,link,description,pubDate,bloggername,bloggerlink,postdate,type
0,0,조폐공사 작년부터 보안기능 강화된 새 주민증 서비스,https://www.news1.kr/articles/?4241099,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005222259,한국조폐공사는 지난 2020년 1월부터 육안으로도 위변조 여부를 쉽게 확인할 수 있도록 보안기능이 대폭 강화된 새 주민증을 국민들에게 서비스 중이라고 15일 밝혔다 새 주민증은 열과 충격에 강해 쉽게 훼손되지 ,"Mon, 15 Mar 2021 11:42:00 +0900",,,,news
1,1,조폐공사 주민등록증 보안기능 강화범죄 악용 원천 차단,http://www.etnews.com/20210315000139,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=030&aid=0002933275,한국조폐공사는 국가 신분증인 주민등록증주민증 보안기능을 강화해 범죄 악용을 원천 차단했다고 15일 밝혔다 조폐공사에 따르면 최근 5년20152019년간 분실로 인한 주민증 재발급 건수는 무려 790만건에 달한다 ,"Mon, 15 Mar 2021 13:27:00 +0900",,,,news
2,2,조폐공사 보안기능 대폭 강화된 새 주민등록증 서비스 중,http://www.kukinews.com/newsView/kuk202103150443,http://www.kukinews.com/newsView/kuk202103150443,한국조폐공사사장 반장식 wwwkomscocom는 1999년 일제 갱신 이래 20년만인 지난해 1월부터 육안으로도 위변조 여부를 쉽게 확인할 수 있도록 보안기능이 대폭 강화된 새 주민등록증을 국민들에게 서비스중이라고 ,"Mon, 15 Mar 2021 23:49:00 +0900",,,,news
3,3,조폐공사 보안 기능 대폭 강화된 주민등록증 서비스 시행,http://www.cctoday.co.kr/news/articleView.html?idxno=2130648,http://www.cctoday.co.kr/news/articleView.html?idxno=2130648,한국조폐공사는 보안기능이 강화된 새 주민등록증 서비스를 시행 중이라고 15일 밝혔다이번 주민증은 육안으로도 위변조 여부를 쉽게 확인할 수 있고 열과 충격에 강해 쉽게 훼손되지 않는 플라스틱 재질로 ,"Mon, 15 Mar 2021 20:44:00 +0900",,,,news
4,4,조폐공사 보안 강화된 새 주민등록증 발급 시작,http://www.lawissue.co.kr/view.php?ud=202103152227433777f4ab64559d_12,http://www.lawissue.co.kr/view.php?ud=202103152227433777f4ab64559d_12,주민증 여권 등 국가 신분증을 제조하고 있는 한국조폐공사는 1999년 일제 갱신 이래 20년만인 지난 2020년 1월부터 육안으로도 위변조 여부를 쉽게 확인할 수 있도록 보안기능이 대폭 강화된 새 주민증을 국민들에게 ,"Mon, 15 Mar 2021 22:33:00 +0900",,,,news
5,5,조폐공사 위변조 피해 방지하는 새 주민증으로 교환하세요,http://www.cctvnews.co.kr/news/articleView.html?idxno=222377,http://www.cctvnews.co.kr/news/articleView.html?idxno=222377,주민증 여권 등 국가 신분증을 제조하고 있는 한국조폐공사는 작년 1월부터 육안으로도 위변조 여부를 쉽게 확인할 수 있도록 보안기능이 대폭 강화된 새 주민증을 국민들에게 서비스중이라고 강조했다 강화된 ,"Tue, 16 Mar 2021 13:34:00 +0900",,,,news
6,6,조폐공사 보안기능 대폭 강화 새 주민증 서비스,http://www.viva100.com/main/view.php?key=20210315010004035,http://www.viva100.com/main/view.php?key=20210315010004035,조폐공사 보안기능 대폭 강화 새 주민증 서비스 한국조폐공사는 지난 1999년 일제 갱신 이래 20년만인 올해 1월부터 육안으로도 위변조 여부를 쉽게 확인할 수 있도록 보안기능이 대폭 강화된 새 주민증을 국민들에게 ,"Mon, 15 Mar 2021 14:52:00 +0900",,,,news
7,7,조폐공사 보안 강화된 새 주민증으로 바꿔볼까,http://www.ccnnews.co.kr/news/articleView.html?idxno=211957,http://www.ccnnews.co.kr/news/articleView.html?idxno=211957,주민증 여권 등 국가 신분증을 제조하고 있는 한국조폐공사사장 반장식 wwwkomscocom는 1999년 일제 갱신 이래 20년만인 지난 2020년 1월부터 육안으로도 위변조 여부를 쉽게 확인할 수 있도록 보안기능이 대폭 ,"Mon, 15 Mar 2021 11:36:00 +0900",,,,news
8,8,조폐공사 보안기능 강화된 새 주민증 교체하세요,http://www.g-enews.com/ko-kr/news/article/news_all/202103151108506570620e02e8e3_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/202103151108506570620e02e8e3_1/article.html,레이저 보안인쇄기술색변환 특수잉크돋움문자 적용 등 보안 강화 주민등록증 분실로 인한 재발급 건수가 최근 5년간 790만 건에 이르는 가운데 한국조폐공사가 보안이 강화된 새 주민증으로 교체할 것을 권고했다 ,"Mon, 15 Mar 2021 11:15:00 +0900",,,,news
9,9,조폐공사 보안 강화된 새 주민증 발급,https://www.asiatoday.co.kr/view.php?key=20210315010009118,https://www.asiatoday.co.kr/view.php?key=20210315010009118,레이저 보안인쇄기술색변환 특수잉크돋움문자 적용 한국조폐공사는 육안으로도 위변조 여부를 쉽게 확인할 수 있도록 보안기능이 대폭 강화된 새 주민등록증을 국민들에게 발급하고 있다고 15일 밝혔다 새 ,"Mon, 15 Mar 2021 15:48:00 +0900",,,,news
10,10,한국조폐공사 보안기능 대폭 강화 새 주민증 교체 권장,http://www.iminju.net/news/articleView.html?idxno=70965,http://www.iminju.net/news/articleView.html?idxno=70965,새 주민등록증 이미지 ⓒ 한국조폐공사 한국조폐공사는 1999년 일제 갱신 이래 20년만인 지난 2020년 1월부터 육안으로도 위변조 여부를 쉽게 확인할 수 있도록 보안기능이 대폭 강화된 새 주민증을 서비스 중이라며 ,"Mon, 15 Mar 2021 11:40:00 +0900",,,,news
11,11,조폐공사 새 주민등록증 나와교체 권고,http://www.wsobi.com/news/articleView.html?idxno=116100,http://www.wsobi.com/news/articleView.html?idxno=116100,한국조폐공사는 1999년 일제 갱신 이래 20년 만인 지난 2020년 1월부터 육안으로도 위변조 여부를 쉽게 확인할 수 있도록 보안기능이 대폭 강화된 새 주민증을 국민들에게 서비스중이라고 밝혔다 새 주민증은 열과 ,"Tue, 16 Mar 2021 09:40:00 +0900",,,,news
12,12,조폐공사 보안 강화한 새 주민등록증 만나보세요,http://www.joongdo.co.kr/web/view.php?key=20210315010006120,http://www.joongdo.co.kr/web/view.php?key=20210315010006120,한국조폐공사가 위변조 여부를 쉽게 확인할 수 있도록 보안 기능을 강화한 새 주민등록증을 국민에게 선보이고 있다 주민등록증 보안 강화는 지난해 1월에 도입했으며 1999년 이후 20년 만이다 새 주민증은 열과 ,"Mon, 15 Mar 2021 14:42:00 +0900",,,,news
13,13,조폐공사 화폐박물관 천사의 재능 메달 디자인전 개최,https://www.news1.kr/articles/?4237530,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005215564,한국조폐공사 화폐박물관대전 유성구 소재이 26일까지 특별전시실에서 서번트 증후군 아티스트의 천사의 재능 메달 디자인전을 개최한다 서번트 증후군Savant syndrome은 자폐증이나 지적장애를 가진 사람이 ,"Thu, 11 Mar 2021 11:04:00 +0900",,,,news
14,14,조폐공사 화폐박물관천사의 재능메달 디자인전,http://www.fnnews.com/news/202103111351582391,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004599212,한국조폐공사 화폐박물관대전 유성구은 오는 26일까지 특별전시실에서 서번트 증후군 아티스트의 천사의 재능 메달 디자인전을 개최한다고 11일 밝혔다 서번트 증후군Savant syndrome은 자폐증이나 지적장애를 ,"Thu, 11 Mar 2021 13:56:00 +0900",,,,news
15,15,조폐공사 비상경영체제 선언,https://www.hankyung.com/society/article/202103088023h,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004509682,한국조폐공사는 8일 대전 본사에서 경영전략회의를 열고 비상경영 체제를 선언했다 조폐공사가 이처럼 비상경영으로 돌아선 것은 지난해 영업적자가 발생한 데 따른 것이다 반장식 한국조폐공사 사장사진 가운데이 ,"Mon, 08 Mar 2021 13:27:00 +0900",,,,news
18,18,한국조폐공사 지난해 142억원 적자비상경영 선언,http://yna.kr/AKR20210308062400063?did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0012245781,코로나19 영향 여권 발급량 급감매출채권 회수 지연도 반장식 사장 경비 절감과 투자 조정 등 경영 합리화 추진 지난해 100억원대 영업적자를 본 한국조폐공사가 비상 경영 체제에 돌입했다 반장식 조폐공사 사장은 ,"Mon, 08 Mar 2021 11:04:00 +0900",,,,news
19,19,돈 공장 한국조폐공사도 비상경영체제 돌입,http://news.mk.co.kr/newsRead.php?no=220481&year=2021,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004759689,코로나19發 지난해 142억원 영업적자 반장식 사장 강도높은 경영혁신위기를 기회로 만들 터 돈 공장으로 불리는 한국조폐공사도 코로나19발 한파를 피해가진 못했다 반장식 조폐공사장은 8일 코로나19에 따른 ,"Mon, 08 Mar 2021 12:33:00 +0900",,,,news
22,22,영업적자 낸 조폐공사 비상경영 선언,https://www.hankyung.com/economy/article/202103088496i,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004509952,지난해 23년 만에 영업적자를 기록한 한국조폐공사가 비상경영 체제에 돌입했다 반장식 한국조폐공사 사장사진은 8일 대전 본사에서 위기극복 특별대책 경영전략 회의를 열고 미래 성장동력 발굴이 시급한 만큼 ,"Mon, 08 Mar 2021 17:54:00 +0900",,,,news
23,23,조폐공사 화폐박물관 천사의 재능 메달 디자인전,http://www.enewstoday.co.kr/news/articleView.html?idxno=1459535,http://www.enewstoday.co.kr/news/articleView.html?idxno=1459535,한국조폐공사 화폐박물관대전 유성구은 오는 26일까지 특별전시실에서 서번트 증후군 아티스트의 천사의 재능 메달 디자인전을 연다고 11일 밝혔다 사진한국조폐공사 한국조폐공사사장 반장식 화폐박물관 ,"Thu, 11 Mar 2021 17:55:00 +0900",,,,news
24,24,조폐공사 작년 142억 영업적자비상경영체제 돌입,http://news.kbs.co.kr/news/view.do?ncd=5133896&amp;ref=A,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=056&aid=0011002507,한국 조폐공사가 비상경영 체제에 돌입했습니다 조폐공사는 지난해 매출액이 5천 317억 원으로 전년보다 13 늘었지만 142억 원의 영업적자가 발생했다며 경비절검과 투자 조정 등 경영합리화가 필요하다고 ,"Mon, 08 Mar 2021 19:46:00 +0900",,,,news
26,26,조폐공사 비상경영체제 선언매출 증가 불구 영업손익 적자,https://www.news1.kr/articles/?4233410,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005207715,한국조폐공사가 비상경영 체제에 돌입했다 반장식 사장은 8일 대전 본사에서 경영전략회의를 열고 코로나19 장기화에 따른 여권 발급 급감 등 경영여건 악화가 지속되고 있고 창립 70주년을 맞아 미래 성장동력 ,"Mon, 08 Mar 2021 10:28:00 +0900",,,,news
27,27,조폐공사 미래성장사업고도화 비상경영,https://view.asiae.co.kr/article/2021030810523878303,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004860827,한국조폐공사가 비상경영 체제로 미래성장 사업 발굴과 사업 고도화를 도모한다 8일 조폐공사에 따르면 지난해 조폐공사는 지난해 전체 매출액 5317억원을 기록해 전년대비 13 늘었지만 영업적자는 142억원 발생했다 ,"Mon, 08 Mar 2021 10:51:00 +0900",,,,news
28,28,한국조폐공사 비상경영 선언지난해 142억원 적자,http://www.sportsseoul.com/news/read/1020185?ref=naver,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=468&aid=0000748769,제공  한국조폐공사 지난해 100억원대 영업적자를 본 한국조폐공사가 비상 경영 체제에 돌입했다 반장식 조폐공사 사장은 8일 대전 본사에서 연 위기극복 특별 대책 경영전략 회의에서 미래 성장동력 발굴이 시급한 ,"Mon, 08 Mar 2021 12:54:00 +0900",,,,news
30,30,조폐공사 혁신협업시민참여평가서 우수,http://www.fnnews.com/news/202103091044583265,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004597423,한국조폐공사는 기획재정부 주관 2020년도 공공기관 혁신협업시민참여 우수 과제 평가에서 혁신 부문 우수과제로 선정됐다고 9일 밝혔다 선정된 과제는 발달장애 디자이너와 함께 하는 신규 사업으로 사회적 ,"Tue, 09 Mar 2021 10:53:00 +0900",,,,news
31,31,조폐공사 비상경영 선언작년 142억 원 영업적자,http://www.busan.com/view/busan/view.php?code=2021030811222611264,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=082&aid=0001073209,한국조폐공사는 8일 대전 본사에서 경영전략회의를 열고 비상경영 체제를 선언했다 지난해 영업적자가 발생한 데 따른 것이다가운데 반장식 사장 조폐공사 제공 지난해 100억원 대 영업적자를 본 한국조폐공사가 비상 ,"Mon, 08 Mar 2021 20:42:00 +0900",,,,news
32,32,조폐공사 화폐박물관 천사의 재능 메달 디자인전 열어,http://www.shinailbo.co.kr/news/articleView.html?idxno=1386613,http://www.shinailbo.co.kr/news/articleView.html?idxno=1386613,한국조폐공사 화폐박물관이 오는 26일까지 특별전시실에서 서번트 증후군 아티스트의 천사의 재능 메달 디자인전을 개최한다고 11일 밝혔다 서번트 증후군은 자폐증이나 지적장애를 가진 사람이 기억과 음악 미술 등 ,"Thu, 11 Mar 2021 14:28:00 +0900",,,,news
33,33,조폐공사 천사의 재능 메달 디자인전,http://www.cctoday.co.kr/news/articleView.html?idxno=2130107,http://www.cctoday.co.kr/news/articleView.html?idxno=2130107,한국조폐공사는 서번트 증후군 아티스트의 천사의 재능 메달 디자인전을 개최한다고 11일 밝혔다 오는 26일까지 화폐박물관대전 유성구 소재 특별전시실에서 열리는 이번 전시회는 조폐공사가 발달장애인의 ,"Thu, 11 Mar 2021 20:12:00 +0900",,,,news
34,34,한국조폐공사 비상경영체제 선언,http://www.gukjenews.com/news/articleView.html?idxno=2176081,http://www.gukjenews.com/news/articleView.html?idxno=2176081,한국조폐공사 반장식 사장이 8일 본사에서 위기 극복을 위한 특별 대책 회의를 주재하고 있다  한국조폐공사사장 반장식가 비상경영 체제에 돌입했다고 8일 밝혔다 반장식 사장은 대전 본사에서 경영전략회의를 ,"Mon, 08 Mar 2021 11:12:00 +0900",,,,news
37,37,조폐공사 정부 우수과제 평가서 혁신부문 우수 획득,https://www.news1.kr/articles/?4234683,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005210135,한국조폐공사는 기획재정부 주관 2020년도 공공기관 혁신협업시민참여 우수 과제 평가에서 혁신 부문 우수과제로 선정됐다고 9일 밝혔다 선정된 과제는 발달장애 디자이너와 함께 하는 신규 사업으로 ,"Tue, 09 Mar 2021 10:11:00 +0900",,,,news
39,39,반장식 조폐공사 사장 비상경영 선언여권발급 급감에 손익,http://www.newsis.com/view/?id=NISX20210308_0001362440&cID=10807&pID=10800,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010380554,한국조폐공사가 비상경영 체제에 돌입했다 조폐공사 반장식 사장은 8일 대전 본사에서 경영전략회의를 열고 코로나19 장기화에 따른 여권발급 급감 등 경영여건 악화가 지속되는 가운데 창립 70주년을 맞아 미래 ,"Mon, 08 Mar 2021 11:12:00 +0900",,,,news
40,40,조폐공사 지난해 142억 영업적자비상경영 체제 돌입,http://www.etnews.com/20210308000074,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=030&aid=0002932005,한국조폐공사사장 반장식는 코로나19 장기화에 따른 여권 발급 급감 등 경영여건 악화로 비상경영 체제에 돌입한다고 8일 밝혔다 이날 대전 본사에서 경영전략회의를 열고 미래성장 인적자원HR 사업고도화 불리온 ,"Mon, 08 Mar 2021 11:12:00 +0900",,,,news
42,42,조폐공사 영업적자 142억비상경영 체제 돌입,https://www.dailian.co.kr/news/view/970206/?sc=Naver,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002473860,한국조폐공사가 비상경영 체제에 돌입했다 반장식 조폐공사 사장은 8일 대전 본사에서 경영전략회의를 열고 신종 코로나바이러스 감염증이하 코로나19 장기화에 따른 여권 발급 급감 등 경영여건 악화가 지속되고 ,"Mon, 08 Mar 2021 10:34:00 +0900",,,,news
44,44,조폐공사 공공기관 혁신 우수 과제 선정,https://www.dailian.co.kr/news/view/970569/?sc=Naver,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002474191,한국조폐공사는 기획재정부 주관 2020년도 공공기관 혁신협업시민참여 우수 과제 평가에서 혁신 부문 우수과제로 선정됐다고 9일 밝혔다 선정된 과제는 발달장애 디자이너와 함께 하는 신규 사업으로 사회적 가치 ,"Tue, 09 Mar 2021 10:35:00 +0900",,,,news
47,47,조폐공사 비상경영체제 선언6개 비상경영 TF 가동,http://www.kukinews.com/newsView/kuk202103080390,http://www.kukinews.com/newsView/kuk202103080390,한국조폐공사사장 반장식 wwwkomscocom 반장식 사장은 8일 대전 본사에서 경영전략회의를 열고 미래 성장동력 발굴이 시급하다며 비상경영을 선언했다 조폐공사가 이처럼 비상경영 체제로 돌아선 것은 코로나19 ,"Mon, 08 Mar 2021 21:24:00 +0900",,,,news
49,49,영업익 적자 충격 조폐공사반장식 사장 비상경영체제 선포,http://www.inews24.com/view/1348159,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=031&aid=0000587063,한국조폐공사는 미래 성장 동력 발굴을 위한 비상경영체제에 돌입한다고 8일 밝혔다 반장식 한국조폐공사 사장은 이날 대전 본사에서 경영전략회의를 열고 코로나19 장기화에 따른 여권 발급 급감 등 경영 여건 악화가 ,"Mon, 08 Mar 2021 13:41:00 +0900",,,,news
51,51,조폐공사 작년 영업적자에 비상경영 선언,http://www.shinailbo.co.kr/news/articleView.html?idxno=1385008,http://www.shinailbo.co.kr/news/articleView.html?idxno=1385008,한국조폐공사가 비상경영 체제에 돌입했다고 8일 밝혔다 반장식 조폐공사 사장은 이날 대전 조폐공사 본사에서 경영전략회의를 열고 비상경영을 선언했다 코로나19 장기화에 따른 여권 발급 급감 등 경영여건 ,"Mon, 08 Mar 2021 18:13:00 +0900",,,,news
52,52,한국조폐공사 비상경영 체제 돌입,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1461467,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1461467,한국조폐공사가 비상경영 체제에 돌입했다 8일 조폐공사에 따르면 코로나19 장기화에 따른 여권 발급 급감 등 경영여건 악화가 지속되며 비상경영이 선언됐다 조폐공사의 비상경영은 지난해 매출액이 5317억 원으로 ,"Mon, 08 Mar 2021 16:57:00 +0900",,,,news
53,53,조폐공사 기재부 주관 2020 공공기관 혁신 우수과제 선정,http://www.cctoday.co.kr/news/articleView.html?idxno=2129364,http://www.cctoday.co.kr/news/articleView.html?idxno=2129364,한국조폐공사는 기획재정부 주관 2020년도 공공기관 혁신협업시민참여 우수 과제 평가에서 혁신 부문 우수과제로 선정됐다고 9일 밝혔다선정된 과제는 발달장애 디자이너와 함께 하는 신규 사업으로 사회적 ,"Tue, 09 Mar 2021 18:03:00 +0900",,,,news
55,55,조폐공사 지난해 142억 원 적자비상경영체제 돌입,http://www.tjb.co.kr/sub0301/bodo/view/id/48270,http://www.tjb.co.kr/sub0301/bodo/view/id/48270,한국조폐공사가 지난해 100억 원대 영업적자를 기록함에 따라 이달부터 비상 경영 체제에 돌입했습니다 조폐공사는 지난해 매출액이 5천 3백17억원으로 전년보다 13 늘었으나 영업적자 142억 원을 기록했다고 ,"Mon, 08 Mar 2021 21:06:00 +0900",,,,news
56,56,조폐공사 스위스 면펄프 공급잇단 수주 쾌거,https://www.theguru.co.kr/news/article.html?no=19623,https://www.theguru.co.kr/news/article.html?no=19623,1113t 수주이사회 통과  한국조폐공사가 스위스 L사로부터 1000t이 넘는 면펄프를 수주하는 쾌거를 올렸다 전방위적으로 수출을 확대하고 흑자 행진을 이어간다 14일 업계에 따르면 조폐공사는 지난 1월 26일 ,"Sun, 14 Mar 2021 06:39:00 +0900",,,,news
57,57,조폐공사 지난해 142억원 적자비상경영체제 돌입,http://www.tjb.co.kr/sub0301/bodo/view/id/48252,http://www.tjb.co.kr/sub0301/bodo/view/id/48252,한국조폐공사가 지난해 100억 원대 영업적자를 기록함에 따라 이달부터 비상 경영 체제에 돌입했습니다 조폐공사는 지난해 매출액이 5천 3백17억원으로 전년보다 13 늘었으나 영업적자 142억 원을 기록했다고 ,"Mon, 08 Mar 2021 18:07:00 +0900",,,,news
58,58,조폐공사 비상경영체제 선언지난해 매출 증가 불구 영업손익 적자전환,http://news.heraldcorp.com/view.php?ud=20210308000704,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001803502,한국조폐공사사장 반장식가 비상경영 체제에 돌입했다 지난해 매출액이 5317억원으로 전년보다 13 늘었지만 142억원의 영업적자가 발생한 데 따른 것이다 반장식 조폐공사 사장은 8일 대전 본사에서 ,"Mon, 08 Mar 2021 11:43:00 +0900",,,,news
59,59,조폐공사 코로나19 장기화 따른 비상경영체제 돌입,http://www.ekoreanews.co.kr/news/articleView.html?idxno=49170,http://www.ekoreanews.co.kr/news/articleView.html?idxno=49170,사진한국조폐공사 제공 한국조폐공사가 비상경영 체제에 돌입했다 반장식 사장은 8일 대전 본사에서 경영전략회의를 열고 코로나19 장기화에 따른 여권 발급 급감 등 경영여건 악화가 지속되고 있으며 창립 70주년을 ,"Mon, 08 Mar 2021 11:43:00 +0900",,,,news
60,60,한국조폐공사 화폐박물관 천사의 재능 메달 디자인전 개최,http://www.iminju.net/news/articleView.html?idxno=70899,http://www.iminju.net/news/articleView.html?idxno=70899,천사의 재능 메달 디자인전 포스터 ⓒ 한국조폐공사 한국조폐공사는 오는 26일까지 대전시 유성구 화폐박물관 특별전시실에서 서번트 증후군Savant Syndrome 아티스트의 천사의 재능 메달 디자인전을 개최한다고 ,"Thu, 11 Mar 2021 11:40:00 +0900",,,,news
61,61,조폐공사 화폐박물관 천사의 재능 메달 디자인전개최,http://www.thepublic.kr/news/newsview.php?ncode=1065580689585463,http://www.thepublic.kr/news/newsview.php?ncode=1065580689585463,한국조폐공사 화폐박물관은 오는 26일까지 특별전시실에서 서번트 증후군 아티스트의 천사의 재능 메달 디자인전을 개최한다고 이날 밝혔다 서번트 증후군은 자폐증이나 지적장애를 가진 사람이 기억 음악 미술 ,"Thu, 11 Mar 2021 13:40:00 +0900",,,,news
62,62,조폐공사 코로나 19 경영악화 극복 위해 비상경영체제 선언,http://news.mt.co.kr/mtview.php?no=2021030810533043174,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004553639,지난해 매출 증가 불구 영업손익 142억 적자로 전환 미래성장사업 고도화 등 6개 비상경영 TF 가동 한국조폐공사가 지난해 코로나 19 여파로 여권발급 등이 크게 감소하는 등 경영이 악화되면서 비상경영 체제에 ,"Mon, 08 Mar 2021 11:29:00 +0900",,,,news
65,65,조폐공사 혁신협업시민참여 평가서우수 획득,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=589474,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=589474,한국조폐공사는 기획재정부 주관 2020년도 공공기관 혁신협업시민참여 우수 과제 평가에서 혁신 부문 우수과제로 선정됐다 9일 조폐공사에 따르면 선정된 과제는 발달장애 디자이너와 함께 하는 신규 사업으로 ,"Tue, 09 Mar 2021 15:30:00 +0900",,,,news
66,66,조폐공사 2020 공공기관 우수과제 평가서 혁신부문 우수,http://www.ekoreanews.co.kr/news/articleView.html?idxno=49201,http://www.ekoreanews.co.kr/news/articleView.html?idxno=49201,이미지한국조폐공사 제공 한국조폐공사는 기획재정부 주관 2020년도 공공기관 혁신협업시민참여 우수 과제 평가에서 혁신 부문 우수과제로 선정됐다고 9일 밝혔다 선정된 과제는 발달장애 디자이너와 함께 ,"Tue, 09 Mar 2021 11:13:00 +0900",,,,news
67,67,한국조폐공사 비상경영체제 돌입,http://www.iminju.net/news/articleView.html?idxno=70801,http://www.iminju.net/news/articleView.html?idxno=70801,한국조폐공사 비상경영 TF 구성 및 임무 ⓒ 한국조폐공사 한국조폐공사가 비상경영체제에 돌입했다고 8일 밝혔다 이날 대전 한국조폐공사 본사에서 반장식 사장은 경영전략회의를 열고 코로나19 장기화에 따른 여권 ,"Mon, 08 Mar 2021 12:48:00 +0900",,,,news
